
-784,3040,-20092,1982,4078,-288
-916,3408,-20236,2002,4040,-98
-1196,4204,-18620,3847,3743,6701
-1196,4204,-18620,3847,3743,6701
-812,608,-17924,6287,1717,10920
1940,-2424,-17336,6360,3020,9079
1764,-3040,-16320,4832,2842,4027
2276,-1624,-16048,2957,2864,2163
2164,-2912,-15688,1285,2793,-27
2276,-3212,-14508,-385,1794,-2078
2908,-4576,-14832,-1744,368,-5742
2964,-5212,-16904,-1389,-2071,-6968
3488,-3976,-18280,-127,-4917,-4490
3572,-2752,-20356,1657,-5344,-1092
7020,-2440,-21548,2522,-5129,-242
2492,944,-20848,2710,-1878,3930
-1600,6680,-14496,376,-2490,5463
-988,3064,-15660,-3290,-3776,3002
-3112,-2456,-18168,-4068,-2951,2220
-9504,-6880,-15600,-534,-4752,2153
-5116,-856,-16576,1757,-7833,2035
-3380,732,-17452,1876,-7888,2742
-4572,2852,-17548,-2260,-4924,24
-1644,1948,-18036,-1151,-4001,7160
-5076,-1120,-16912,-2142,-3015,5530
-4404,-3656,-17824,-1528,-4139,5723
-3208,-2068,-16748,-632,-3930,5477
-2480,16,-18080,-2788,-3330,3971
-1864,-1792,-18244,-4590,-2592,4535
-2792,-3904,-19520,-3294,-1470,5238
-1468,-4992,-19164,-2499,-317,3922
-1344,-7348,-17016,-1305,2817,573
-1540,-5288,-21004,1878,5267,851
-1232,-5108,-22920,3555,8569,-3044
-1360,220,-21720,4848,14263,-4893
-4024,7336,-18192,4201,14047,-6188
-6812,-260,-17852,1220,7763,-5204
-604,-3664,-20832,3460,6535,-740
-2372,748,-18376,6526,7676,-1422
-5452,2112,-14272,8709,4252,1887
-1796,3048,-14960,6031,3752,-2258
-544,-428,-15016,4389,1047,-3559
-1316,-1252,-13292,2602,-842,-6328
-984,1772,-11892,1129,-3787,-6941
312,3032,-12320,-1913,-6912,-3774
3644,-1968,-18300,-4714,-4126,-5643
8468,-11696,-25040,-1419,-1391,-7722
5532,-6264,-19432,1661,-81,-4352
3888,-1840,-17356,26,-3224,-3470
4592,-2096,-16228,-1457,-3679,807
-6460,4496,-29844,-1101,-5093,11030
2052,116,-17972,-1762,-2518,4871
-1592,848,-13032,1232,-1863,9286
-8068,-696,-12296,-5424,291,1507
-9940,-6636,-15908,-6399,-6680,-4088
-1464,-2760,-17304,610,-9512,3927
-4408,1556,-15592,-119,-8156,2063
-3568,4020,-16928,-5072,-8327,-1854
-3236,-3296,-17692,-4250,-6538,4531
-4040,-1340,-17436,-2772,-5532,4772
-2340,-1032,-18240,-5040,-4019,3384
-2424,-2920,-19604,-5146,-2102,3747
-2688,-3548,-20456,-3098,-186,3713
-1384,-4484,-18744,-1625,2387,3057
-1616,-7488,-18136,468,5878,2408
-1616,-7220,-21960,4868,10126,1309
-452,-3512,-23508,6499,12887,-7476
-5464,4140,-19488,6175,14837,-8842
-4624,3908,-21144,2541,7058,-6584
2120,-1716,-23188,4635,8420,620
-3640,-88,-16664,7270,8927,1224
-3848,176,-14348,8592,5001,868
-364,2028,-15240,7992,2312,-1327
-676,1544,-13096,4951,906,-4744
-1484,876,-11192,1711,-2830,-8149
-1100,2172,-10056,-516,-5540,-8284
684,2092,-12288,-3923,-8051,-6202
4728,-4044,-19428,-4299,-5363,-7780
9540,-11484,-26788,712,-2785,-6774
5152,-5324,-20332,1617,-831,-5725
7744,-2944,-16572,-103,-2055,-2488
-3696,4880,-26568,-2143,-1560,4755
312,6460,-20340,-1609,-1313,4506
-6996,436,-10520,744,-3,11400
-8852,156,-17840,-2174,-5617,8121
-5892,-1908,-17600,-4484,-8713,2664
-3780,1176,-16500,-437,-7942,7822
-3928,1712,-15020,-2061,-6533,7989
-2832,-4288,-16560,-3693,-6241,6818
-2260,-4828,-17064,-2018,-5266,7024
-2592,-2804,-16284,-2697,-4961,3484
-3324,-1088,-16172,-3073,-5029,3700
-2116,-320,-17284,-5850,-4297,2813
-3852,-4200,-18936,-6584,-3276,2980
-3424,-4404,-19764,-4171,-2808,2276
-2712,-3860,-19252,-3123,-598,693
-2180,-7352,-20116,-1380,1363,-138
-1924,-4332,-21464,2745,5855,2152
1688,-5964,-23572,4566,10968,-6475
-936,2056,-21032,7613,18290,-6700
-9532,5652,-16808,3778,14071,-8988
964,-1504,-25500,2625,9337,-1783
-1540,-464,-20884,5666,13037,1428
-5184,712,-14204,9082,8943,2820
-2588,1020,-12752,8295,4168,260
-620,-16,-12904,4855,1959,-4228
-472,84,-12284,2214,-1118,-8431
48,1968,-10992,-125,-5102,-8765
624,1864,-11392,-3672,-6800,-7116
4028,-3792,-17924,-4430,-6798,-6533
12560,-10892,-28100,-180,-2667,-6153
8140,-7096,-20280,-165,-1261,-6109
4632,-964,-17736,416,-1812,-4560
1824,544,-25376,-476,-1812,3201
-596,7448,-19136,1663,-806,9134
